tablescraper-selected-row,tablescraper-selected-row 2,tablescraper-selected-row href,tablescraper-selected-row 3,tablescraper-selected-row href 2,tablescraper-selected-row 4,tablescraper-selected-row href 3,tablescraper-selected-row 5,tablescraper-selected-row href 4,tablescraper-selected-row 28
Post ASEAN Press Conference,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamalaospresserARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamapostASEANpresser.htm,06 Sep 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Post%20ASEAN%20Presser%202016.pdf,
9/11 Memorial Address,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobama911memorial15yearsARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobama91115years.htm,11 Sep 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20911%20After%2015%20Years.pdf,
On the Explosions in New York and New Jersey,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamanynjbombingsARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamanewyorkandnewjerseyexplosions.htm,19 Sep 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20NY%20NJ%20Explosions.pdf,
"United Nations 
			71st Session General Assembly Speech,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaunitednations2016ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaunitednations71.htm,20 Sep 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20United%20Nations%20GA%202016.pdf,"
National African-American History Museum Dedication,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaafricanamericanhistorymuseumARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaafricanamericanhistorymuseum.htm,24 Sep 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20African-American%20History%20Museum%20Dedication.pdf,
Shimon Peres Memorial Service Address,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamashimonperesfuneralARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamashimonperesmemorial.htm,30 Sep 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Shimon%20Peres%20Memorial.pdf,
Remarks on the U.S. Presidential Election Outcome,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaelectionoutcome2016ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobama2016presidentialelectionoutcome.htm,09 Nov 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Go%20Presidential%20Election%20Outcome%202016.pdf,
First Meeting with President-Elect Donald Trump,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamapresidentelecttrumpARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamadonaldtrumpmeeting.htm,10 Nov 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20First%20Meeting%20with%20President%20Elect%20Donald%20Trump.pdf,
Post Presidential Election Press Conference,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamapresserpostpresidentialelection2016ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamapostelectionpresser.htm,14 Nov 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Post%20Election%20Presser%202016.pdf,
Address to the People of Greece,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamagreecepeopleARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamagreecepeople.htm,16 Nov 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20People%20of%20Greece.pdf,
Joint Presser with Chancellor Angela Merkel,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamamerkeljointpresserARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaangelamerkelpresser2016.htm,17 Nov 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Angela%20Merkel%20Joint%20Presser.pdf,
"Young Leaders of the Americas Initiative 
			Speech/Q&A,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaYLAIARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaYLAI2016.htm,20 Nov 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20YLAI%202016.pdf,"
Press Conference in Peru,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaperupressconferenceARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaperupressconference.htm,20 Nov 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Peru%20Press%20Conference.pdf,
Kennedy Center Honors Reception Address,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamakennedycenterhonorees2016ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamakennedycenter2016.htm,04 Dec 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Kennedy%20Center%20Honorees%202016.pdf,
On the Administration's Approach to Counterterrorism,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamacounterterrorism2016ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamacounterterrorismapproach2016.htm,06 Dec 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20On%20Counterterrorism%20Approach%202016.pdf,
Final Presidential Press Conference of Year,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamafinalpresidentialpresserARXE.mp3,PDF,,,https://www.americanrhetoric.com/speeches/barackobama/barackobamafinalpresidentialpressconference.htm,16 Dec 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Final%20Presidential%20Presser%20of%202016.pdf,
Address at Pearl Harbor,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamapearlharbor2016ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamapearlharbor.htm,27 Dec 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Pearl%20Harbor%20Address.pdf,
Farewell Address to the U.S. Armed Forces,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaarmedforcesfarewellARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamafarwellarmedforces.htm,04 Dec 2016,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Armed%20Forces%20Farewell.pdf,
VOX Live Interview at the Blair House,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaVOXinterviewARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaVOXinterview.htm,06 Jan 2017,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20VOX%20Interview.pdf,
Presidential Farewell Address,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamapresidentialfarewellARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamafarewelladdress.htm,10 Jan 2017,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Farewell%20Address.pdf,
Joe Biden Medal of Freedom Presentation Address,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamajoebidenmedaloffreedomARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamajoebidenmedaloffreedom.htm,12 Jan 2017,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Joe%20Biden%20Medal%20of%20Freedom.pdf,
Final Presidential Weekly Address,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamafinalweeklyaddressARXE.mp3,,,,https://www.americanrhetoric.com/speeches/barackobama/barackobamafinalweeklyaddress.htm,14 Jan 2017,,
MLB World Series Champion Chicago Cubs WH Visit,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamachicagocubsMLBchamps2017ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamachicagocubsMLBchamps.htm,16 Jan 2017,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Chicago%20Cubs%20WH%20Visit.pdf,
Final Presidential Press Conference,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamapressconferenceFINALARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamafinalpressconference.htm,18 Jan 2017,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Final%20Press%20Conference.pdf,
"Farewell Remarks 
			at Andrews to Staff and Supporters,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaandrewsafbfarewellARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamafarewelltostaffandrewsaft.htm,20 Jan 2017,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Farewell%20to%20Staff%20and%20Supporters.pdf,"
