tablescraper-selected-row,tablescraper-selected-row 2,tablescraper-selected-row href,tablescraper-selected-row 3,tablescraper-selected-row href 2,tablescraper-selected-row 4,tablescraper-selected-row href 3,tablescraper-selected-row 5,tablescraper-selected-row href 4,tablescraper-selected-row 28
Post Election Speech on Deficit Reduction and Jobs,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Post%20Election%20Economy.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamapostelectioneconomy.htm,09 Nov 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamapostelectionbacktoworkARXE.mp3,
First Presser Following Presidential Reelection,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20David%20Petraeus%20Etc%20Presser.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamapresserpetraeus.htm,14 Nov 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamafirstpresserpetraeusetcARXE.mp3,
Yangon University Address,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamayangonuniversityARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamayangonuniversity.htm,19 Nov 2012,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Yangon%20University.pdf,
On the Sandy Hook Elementary School Shootings,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Sandy%20Hook%20Elementary%20School.pdf,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamanewtownshooting.htm,14 Dec 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamanewtownshootingstmtARXE.mp3,
Newtown, Connecticut Interfaith Vigil Speech,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Newtown%20Vigil%20Address.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamanewtownvigilspeech.htm,16 Dec 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamanewtownvigilARXE.mp3,
End Year Press Conference,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Gun%20Violence%20Presser.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamagunviolencepresser.htm,19 Dec 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamagunviolencepresserARXE.mp3,
Eulogy for Senator Daniel Inouye,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Daniel%20Inouye%20Eulogy.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamadanielinouyeeulogy.htm,21 Dec 2012,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaeulogyfordanielinouyeARXE.mp3,
Final First Term Press Conference,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Final%20First%20Term%20Presser.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamafinalfirsttermpresser.htm,14 Jan 2013,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamafinalfirsttermpresserARXE.mp3,
On Signing Executive Actions to Reduce Gun Violence,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Gun%20Violence%20Exec%20Order%2023.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamagunviolenceexecacts.htm,16 Jan 2013,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamagunviolenceexecactionsARXE.mp3,
"SECOND 
			PRESIDENTIAL INAUGURAL ADDRESS,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Second%20Presidential%20Inaugural%20Address.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamasecondinauguraladdress.htm,21 Jan 2013,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamasecondinauguraladdressARXE.mp3,"
Inaugural Luncheon Toast,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamainauguralluncheontoastARXE.mp3,,,,https://www.americanrhetoric.com/speeches/barackobama/barackobamainauguralluncheontoast.htm,21 Jan 2013,,
Comprehensive Immigration Reform Speech,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Comprehensive%20Immigration%20Reform%20Vegas.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaimmagrationreform.htm,29 Jan 2013,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaimmigrationreformcomprehensiveARXE.mp3,
"Fourth Presidential State of the Union 
			Speech,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20State%20of%20the%20Union%202013.pdf,,,mp3,https://www.americanrhetoric.com/speeches/stateoftheunion2013.htm,12 Feb 2013,https://www.americanrhetoric.com/mp3clipsXE/stateoftheunion/barackobamasou2013ARXE.mp3,"
On Strengthening the Economy for the Middle Class,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Middle%20Class%20Economy.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamamiddleclasseconomy.htm,15 Feb 2013,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamastrentheningeconomymiddleclassARXE.mp3,
Newport News Speech on the Impact of the Sequester,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Sequester%20Impact%20Newport%20News.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamasequesternewportnews.htm,26 Feb 2013,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamasequestrationimpactARXE.mp3,
"Rosa Parks Statue 
			Dedication Speech,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Rosa%20Parks%20Statue%20Dedication.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamarosaparksstatue.htm,27 Feb 2013,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamarosaparksstatueARXE.mp3,"
Jerusalem International Convention Center Speech,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Jerusalem%20Intl%20Convention%20Center%20Speech.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamajerusalemconventioncenter.htm,21 Mar 2013,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamajerusalemintlcenterARXE.mp3,
"Speech in the Children's Memorial at Yad 
			Vashem,mp3,https://www.americanrhetoric.com/mp3clips/barackobama/barackobamahallofchildrenyadvashem.mp3,,,,https://www.americanrhetoric.com/speeches/barackobama/barackobamachildrensmemorialyadvashem.htm,22 Mar 2013,,"
BRAIN Initiative Announcement,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20BRAIN%20Initiative.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamabraininitiative.htm,02 Apr 2013,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaBRAINinitiativeARXE.mp3,
Gun Violence Reduction Speech in Colorado,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Gun%20Violence%20Denver.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamagunviolencereductiondenver.htm,03 Apr 2013,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamagunviolencereductiondenverARXE.mp3,
"Gun Violence Reduction Speech in 
			Connecticut,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Gun%20Violence%20Connecticut%20Speech.pdf,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamagunviolencereductionconnecticutARXE.mp3,,https://www.americanrhetoric.com/speeches/barackobama/barackobamagunviolencereductionconnecticut.htm,08 Apr 2013,,"
U.S. Army Chaplain Emil Kapaun Medal of Honor Award,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Emil%20Kapaun%20Medal%20of%20Honor.pdf,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaemilkapaunmedalofhonorARXE.mp3,,https://www.americanrhetoric.com/speeches/barackobama/barackobamaemilkapaunmedalofhonor.htm,11 Apr 2013,,
First Statement on Boston Marathon Bombings,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Boston%20Marathon%20Bombing%20First%20Statement.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamabostonmarathonexplosionsfirststatement.htm,15 Apr 2013,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamabostonmarathonexplosionsARXE.mp3,
Second Statement on Boston Marathon Bombings,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamabostonmarathonexplosionssecondstatement.htm,PDF,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamabostonmarathonbombings2ndARXE.mp3,,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Boston%20Marathon%20Bombing%20Second%20Statement.pdf,16 Apr 2013,,
On Senate Vote Against Background Checks,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Senate%20Vote%20Background%20Check.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamasenateguncontrolbillvote.htm,17 Apr 2013,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamabackgroundchecksenatevoteARXE.mp3,
Boston Interfaith Prayer Service Speech,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Holy%20Cross%20Interfaith%20Prayer%20Service.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamabostoninterfaithprayerservice.htm,18 Apr 2013,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamabostoninterfaithprayerserviceARXE.mp3,
Third Statement on Boston Marathon Bombings,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamabostonmarathonbombings3rdARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Boston%20Marathon%20Bombing%20Third%20Statement.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamabostonmarathonexplosionsthirdstatement.htm,19 Apr 2013,,
George W. Bush Presidential Library Dedication Speech,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20GWB%20Library%20Dedication.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamagwbushlibrarydedication.htm,25 Apr 2013,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamagwbushlibrarydedicationARXE.mp3,
West Fertilizer Plant Tragedy Memorial Speech,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20West%20Fertilizer%20Tragedy%20Memorial.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamawestfertilizerplantmemorial.htm,25 Apr 2013,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamawestfertilizertragedymemorialARXE.mp3,
"White 
			House Correspondents Dinner Speech,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20White%20House%20Correspondent%20Dinner%202013.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamawhitehousecorrespondentsdinner2013.htm,27 Apr 2013,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamawhcorrespondentsdinner2013ARXE.mp3,"
Press Q&A on Syria and Sundry Topics,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Syria%20Press%20Conference.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamasyriaetalpresser.htm,30 Apr 2013,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamasyriaetalpresserARXE.mp3,
Speech to the People of Mexico,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Mexico%20Address.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamamexicopeople.htm,03 May 2013,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamamexicospeechARXE.mp3,
"Remarks on 
			IG Audit of the IRS,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20IRS%20Misconduct.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamairsmisconduct.htm,15 May 2013,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamairsauditremarksARXE.mp3,"
Morehouse College Commencement Address,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Morehouse%20College%20Commencement.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamamorehousecollegecommencement.htm,19 May 2013,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamamorehousecollegecommencementARXE.mp3,
National Defense University Speech on Terrorism,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamanationaldefenseuniversityARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Drones%20and%20Terrorism%20National%20Defense%20University.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamanationaldefenseuniversity.htm,23 May 2013,,
U.S. Naval Academy Commencement Address,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamanavalacademyARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Naval%20Academy%20Commencement.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamanavalacademycommencement.htm,24 May 2013,,
On Affordable Care Act and Domestic Surveillance,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamasanjosesurveillanceARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Affordable%20Care%20Act%20and%20Domestic%20Surveillance.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamasanjosesurveillance.htm,07 Jun 2013,,
US Senate Call to Comprehensive Immigration Reform,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaimmigrationreformussenateARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Immigration%20Senate%20Call.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamaimmigrationreformcomprehensive.htm,11 Jun 2013,,
Northern Ireland Speech,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamanorthernirelandARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Northern%20Ireland%20Speech.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamanorthernireland.htm,17 Jun 2013,,
Brandenburg Gate Speech,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamabrandenburggateARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Brandenburg%20Gate%20Speech.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamabrandenburggate.htm,19 Jun 2013,,
Cape Town University Speech,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Capetown%20University.pdf,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamacapetownuniversityARXE.mp3,,https://www.americanrhetoric.com/speeches/barackobama/barackobamacapetownuniversity.htm,30 Jun 2013,,
Speech on Trayvon Martin,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamatrayvonmartinARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Trayvon%20Martin.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamatrayvonmartin.htm,19 Jul 2013,,
Knox College Speech on the Economy,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaknoxcollegeeconomyARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Knox%20College%20Economy.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamaknoxcollegeeconomy.htm,24 Jul 2013,,
"Korean War Armistice Signing 60th Anniversary 
			Speech,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamakoreanarmistice2013ARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Korean%20War%20Armistice%2060.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamakoreanwar60tharmistice.htm,27 Jul 2013,,"
Intelligence Gathering Reform Press Conference,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaintelligencereformpresserARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Intelligence%20Reform%20Presser.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamaintelreformpresser.htm,09 Aug 2013,,
'Let Freedom Ring' Ceremony Speech,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamafreedomringceremonyARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Let%20Freedom%20Ring%20Ceremony.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamaletfreedomringceremony.htm,28 Aug 2013,,
On Syrian Government Use of Chemical Weapons,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamasyriachemicalweaponsARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Chemical%20Weapons%20Syria.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamasyriachemicalweapons.htm,31 Aug 2013,,
Speech to the Nation on Syria,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamasyrianationspeechARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Syria%20Speech%20to%20the%20Nation.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamasyrianation.htm,10 Sep 2013,,
Navy Yard Shooting Memorial Speech,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamanavyyardmemorialARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Navy%20Yard%20Shooting%20Memorial.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamanavyyardshootingmemorial.htm,22 Sep 2013,,
United Nations 68th Session General Assembly Speech,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaunitednations2013ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaunitednations68.htm,24 Sep 2013,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20UNGA%2068th%20Session.pdf,
On Health Care at WJClinton Global Initiative,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaclintonglobalinitiative2013ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaclintonglobalinitiative.htm,24 Sep 2013,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20CGI%202013.pdf,
Government Shutdown Statement,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamagovtshutdownARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamagovernmentshutdown.htm,02 Oct 2013,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20US%20Govt%20Shutdown%20Statement.pdf,
Affordable Care Act Website Issues Address,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaaffordablecareactwebsiteissuesARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaaffordablecareactwebsiteproblems.htm,21 Oct 2013,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Affordable%20Care%20Act%20Logistical%20Challenges.pdf,
Veterans Day Address,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaveteransday2013ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaveteransday2013.htm,11 Nov 2013,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Veterans%20Day%20Address%202013.pdf,
"Affordable Care Act 
			Changes Press Conference,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaaffordablecareactmodificationARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaaffordablecareactchanges.htm,14 Nov 2013,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Affordable%20Care%20Act%20Modifications%20Presser.pdf,"
Iran Accord Statement,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamairanaccordstatementARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamairanaccordstatement.htm,23 Nov 2013,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Iran%20Accord%20Statement.pdf,
"On the Passing of Nelson ""Madiba"" Mandela,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamanelsonmandelapassingARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamamandelapassing.htm,05 Dec 2013,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20On%20the%20Passing%20of%20Nelson%20Mandela.pdf,"
Address at the Public Memorial for Nelson Mandela,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamanelsonmandelamemorialARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamanelsonmandelamemorial.htm,10 Dec 2013,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Mandela%20Public%20Memorial%20Address.pdf,
End of Year Press Conference,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamafinalpresserfinal2013ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamafinal2013presser.htm,20 Dec 2013,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Year%20End%20Presser%202013.pdf,
On Proposed Changes to US Intelligence Programs,mp3,https://www.americanrhetoric.com/mp3clips/barackobama/barackobamaintelprogramreviewoutcome.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamasignalsintelreview.htm,17 Jan 2014,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20US%20Intelligence%20Program%20Review%20Outcome.pdf,
Fifth Presidential State of the Union Speech,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20State%20of%20the%20Union%202014.pdf,,,mp3,https://www.americanrhetoric.com/speeches/stateoftheunion2014.htm,28 Jan 2014,https://www.americanrhetoric.com/mp3clipsXE/stateoftheunion/barackobamasou2014ARXE.mp3,
Speech at the 62nd National Prayer Breakfast,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Prayer%20Breakfast%202014.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobama2014prayerbreakfast.htm,06 Feb 2014,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaprayerbreakfast2014ARXE.mp3,
Speech to European Youth in Belgium,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaeuropeanyouthbelgiumARXE.mp3,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20European%20Youth.pdf,,https://www.americanrhetoric.com/speeches/barackobama/barackobamaeuropeanyouth.htm,26 Mar 2014,,
Civil Rights Summit Keynote Speech,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Civil%20Rights%20Summit%20LBJ.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaaustincivilrights.htm,10 Apr 2014,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamacivilrightsLBJARXE.mp3,
Press Conference on Affordable Care Act and Ukraine,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamapressconference041714.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamapressconference04-17-14.htm,17 Apr 2014,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Press%20Conference%2004-17-14.pdf,
"Joint Presser with 
			Japan Prime Minister Shinzo Abe,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20PM%20Abe%20of%20Japan%20Joint%20Presser.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamapmabejapanjointpresser.htm,24 Apr 2014,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamapmabepresserARXE.mp3,"
Young Leaders Town Hall Malaysia,PDF,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20YSEALI%20Town%20Hall%202014.pdf,,,mp3,https://www.americanrhetoric.com/speeches/barackobama/barackobamaYSEALIMalaysia.htm,27 Apr 2014,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaYSEALItownhall2014ARXE.mp3,
Joint Presser with Philippine President Aquino,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamabenignoaquinopresserARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamabenignoaquinojointpresser.htm,28 Apr 2014,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Joint%20Presser%20with%20President%20Benigno%20Aquino.pdf,
Fort Bonifacio Address,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamafortbonifacioARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamafortbonifacio.htm,29 Apr 2014,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Fort%20Bonifacio.pdf,
"White 
			House Correspondents Dinner Speech,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamawhcorrespondentsdinner2014ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamawhitehousecorrespondentsdinner2014.htm,03 May 2014,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20White%20House%20Correspondent%20Dinner%202014.pdf,"
On Misconduct Allegations at the VA,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamavamisconductallegationsARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamavamisconductallegations.htm,21 May 2014,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20VA%20Misconduct%20Allegations.pdf,
Statement on Afghanistan,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaafghanistanstatementrosegardenARXE.mp3,,,,https://www.americanrhetoric.com/speeches/barackobama/barackobamastatementonafghanistan.htm,27 May 2014,,
U.S. Military Academy Commencement Address,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamawestpointcommencement2014ARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamawestpointcommencement2014.htm,28 May 2014,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20US%20Military%20Academy%20Commencement%202014.pdf,
Presser on VA Department Misconduct,mp3,https://www.americanrhetoric.com/mp3clipsXE/barackobama/barackobamaveteransaffairsmisconductARXE.mp3,,,PDF,https://www.americanrhetoric.com/speeches/barackobama/barackobamaveteransaffairsmisconduct.htm,30 May 2014,https://www.americanrhetoric.com/speeches/PDFFiles/Barack%20Obama%20-%20Veterans%20Affairs%20Misconduct%20Findings.pdf,
